un_number,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantity,excepted_quantity,packing_instructions,special_packing_provisions,tank_bulk_instructions,tank_special_provisions,source_page
1847,30%,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,251
1848,10%-90%,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,251
1849,30%,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,251
1851,,6.1,,II,221,100 ml,E4,P001,,,,251
1851,,6.1,,III,221 223,5 L,E1,P001,,,,251
1854,,4.2,,I,,0,E0,P404,,T21,TP7 TP33,251
1855,,4.2,,I,,0,E0,P404,,,,251
1856,,4.2,,,29 123,0,E0,P003 IBC08,PP19 B6,,,251
1857,,4.2,,III,123,0,E1,P410,,,,251
1858,(R 1216),2.2,,,,120 ml,E1,P200,,T50,,251
1859,,2.3,8,,,0,E0,P200,,,,251
1860,,2.1,,,386,0,E0,P200,,,,251
1862,,3,,II,,1 L,E2,P001 IBC02,,T4,TP2,251
1863,,3,,I,,500 ml,E3,P001,,T11,TP1 TP8 TP28,251
1863,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1 TP8,251
1863,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,251
1865,,3,,II,26,1 L,E2,P001 IBC02,B7,,,252
1866,,3,,I,,500 ml,E3,P001,,T11,TP1 TP8 TP28,252
1866,,3,,II,,5 L,E2,P001 IBC02,PP1,T4,TP1 TP8,252
1866,,3,,III,223,5 L,E1,P001 IBC03 LP01,PP1,T2,TP1,252
1868,(),4.1,6.1,II,,1 kg,E0,P002 IBC06,B2,T3,TP33,252
1869,50%,4.1,,III,59,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,252
1870,,4.3,,I,,0,E0,P403,,,,252
1871,,4.1,,II,,1 kg,E2,P410 IBC04,PP40,T3,TP33,252
1872,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,252
1873,50%- 72%,5.1,8,I,60,0,E0,P502,PP28,T10,TP1,252
1884,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,252
1885,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,252
1886,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,252
1887,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,252
1888,(),6.1,,III,,5 L,E1,P001 IBC03 LP01,,T7,TP2,252
1889,,6.1,8,I,,0,E0,P002,,T6,TP33,252
1891,,3,6.1,II,,1 L,E2,P001 IBC02,B8,T7,TP2 TP13,252
1892,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,252
1894,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,252
1895,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,252
1897,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,252
1898,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2 TP13,252
1902,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,253
1903,,8,,I,274,0,E0,P001,,,,253
1903,,8,,II,274,1 L,E2,P001 IBC02,,,,253
1903,,8,,III,223 274,5 L,E1,P001 IBC03 LP01,,,,253
1905,,8,,I,,0,E0,P002 IBC07,B1,T6,TP33,253
1906,,8,,II,,1 L,E0,P001 IBC02,,T8,TP2 TP28,253
1907,4%,8,,III,62,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,253
1908,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2 TP24,253
1908,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP2 TP24,253
1910,,8,,III,106,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,253
1911,,2.3,2.1,,,0,E0,P200,,,,253
1912,,2.1,,,228,0,E0,P200,,T50,,253
1913,,2.2,,,,120 ml,E1,P203,,T75,TP5,253
1914,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,253
1915,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,253
1916,"2,2’-",6.1,3,II,,100 ml,E4,P001 IBC02,,T7,TP2,253
1917,,3,,II,386,1 L,E2,P001 IBC02,,T4,TP1 TP13,253
1918,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,253
1919,,3,,II,386,1 L,E2,P001 IBC02,,T4,TP1 TP13,253
1920,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,253
1921,,3,6.1,I,386,0,E0,P001,,T14,TP2 TP13,253
1922,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,253
1923,(),4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,254
1928,,4.3,3,I,,0,E0,P402,,,,254
1929,(),4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,254
1931,(),9,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,254
1932,,4.2,,III,223,0,E0,P002 IBC08 LP02,B3,T1,TP33,254
1935,,6.1,,I,274,0,E5,P001,,T14,TP2 TP13 TP27,254
1935,,6.1,,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,254
1935,,6.1,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP2 TP13 TP28,254
1938,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,254
1938,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T7,TP2,254
1939,,8,,II,,1 kg,E0,P002 IBC08,"B2, B4",T3,TP33,254
1940,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,254
1941,,9,,III,,5 L,E1,P001 LP01,,T11,TP2,254
1942,0.2%,5.1,,III,306,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33,254
1944,( ),4.1,,III,293 294,5 kg,E1,P407,,,,254
1945,( ),4.1,,III,293 294,5 kg,E1,P407,,,,254
1950,,2,,,63 190 277 327 344 381,SP 277,E0,P207 LP200,PP87 L2,,,254
1951,,2.2,,,,120 ml,E1,P203,,T75,TP5,254
1952,9%,2.2,,,392,120 ml,E1,P200,,,,254
1953,,2.3,2.1,,274,0,E0,P200,,,,254
1954,,2.1,,,274 392,0,E0,P200,,,,255
1955,,2.3,,,274,0,E0,P200,,,,255
1956,,2.2,,,274 378 392,120 ml,E1,P200,,,,255
1957,(),2.1,,,,0,E0,P200,,,,255
1958,"1,2--1,1,2,2-( R 114)",2.2,,,,120 ml,E1,P200,,T50,,255
1959,"1,1-( R 1132a)",2.1,,,,0,E0,P200,,,,255
1961,,2.1,,,,0,E0,P203,,T75,TP5,255
1962,,2.1,,,,0,E0,P200,,,,255
1963,,2.2,,,,120 ml,E1,P203,,T75,TP5 TP34,255
1964,,2.1,,,274,0,E0,P200,,,,255
1965,,2.1,,,274 392,0,E0,P200,,T50,,255
1966,,2.1,,,,0,E0,P203,,T75,TP5 TP34,255
1967,,2.3,,,274,0,E0,P200,,,,255
1968,,2.2,,,274,120 ml,E1,P200,,,,255
1969,,2.1,,,392,0,E0,P200,,T50,,255
1970,,2.2,,,,120 ml,E1,P203,,T75,TP5,255
1971,,2.1,,,392,0,E0,P200,,,,255
1972,,2.1,,,,0,E0,P203,,T75,TP5,255
1973,49%(R 502),2.2,,,,120 ml,E1,P200,,T50,,255
1974,( R 12B1),2.2,,,,120 ml,E1,P200,,T50,,255
1975,( ),2.3,5.1 8,,,0,E0,P200,,,,255
1976,(RC 318),2.2,,,,120 ml,E1,P200,,T50,,255
1977,,2.2,,,345 346,120 ml,E1,P203,,T75,TP5,255
1978,,2.1,,,392,0,E0,P200,,T50,,255
1982,(R 14),2.2,,,,120 ml,E1,P200,,,,255
1983,"1--2,2,2-( R 133a)",2.2,,,,120 ml,E1,P200,,T50,,255
1984,(R 23),2.2,,,,120 ml,E1,P200,,,,256
1986,,3,6.1,I,274,0,E0,P001,,T14,TP2 TP13 TP27,256
1986,,3,6.1,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,256
1986,,3,6.1,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,256
1987,,3,,II,274,1 L,E2,P001 IBC02,,T7,TP1 TP8 TP28,256
1987,,3,,III,223 274,5 L,E1,P001 IBC03 LP01,,T4,TP1 TP29,256
1988,,3,6.1,I,274,0,E0,P001,,T14,TP2 TP13 TP27,256
1988,,3,6.1,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,256
1988,,3,6.1,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,256
1989,,3,,I,274,0,E3,P001,,T11,TP1 TP27,256
1989,,3,,II,274,1 L,E2,P001 IBC02,,T7,TP1 TP8 TP28,256
1989,,3,,III,223 274,5 L,E1,P001 IBC03 LP01,,T4,TP1 TP29,256
1990,,9,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,256
1991,,3,6.1,I,386,0,E0,P001,,T14,TP2 TP6 TP13,256
1992,,3,6.1,I,274,0,E0,P001,,T14,TP2 TP13 TP27,256
1992,,3,6.1,II,274,1 L,E2,P001 IBC02,,T7,TP2 TP13,256
1992,,3,6.1,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,256
1993,,3,,I,274,0,E3,P001,,T11,TP1 TP27,256
1993,,3,,II,274,1 L,E2,P001 IBC02,,T7,TP1 TP8 TP28,256
1993,,3,,III,223 274,5 L,E1,P001 IBC03 LP01,,T4,TP1 TP29,256
1994,,6.1,3,I,354,0,E0,P601,,T22,TP2 TP13,257
1999,,3,,II,,5 L,E2,P001 IBC02,,T3,TP3 TP29,257
1999,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T1,TP3,257
2000,,4.1,,III,223 383,5 kg,E1,P002 LP02,PP7,,,257
2001,,4.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,257
2002,,4.2,,III,223,0,E0,P002 IBC08 LP02,PP8 B3,,,257
2004,,4.2,,II,,0,E2,P410 IBC06,,T3,TP33,257
2006,,4.2,,III,274,0,E0,P002,,,,257
2008,,4.2,,I,,0,E0,P404,,T21,TP7 TP33,257
2008,,4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,257
2008,,4.2,,III,223,0,E1,P002 IBC08 LP02,B3,T1,TP33,257
2009,,4.2,,III,223,0,E1,P002 LP02,,,,257
2010,,4.3,,I,,0,E0,P403,,,,257
2011,,4.3,6.1,I,,0,E0,P403,,,,257
2012,,4.3,6.1,I,,0,E0,P403,,,,257
2013,,4.3,6.1,I,,0,E0,P403,,,,257
2014,20%-60%( ),5.1,8,II,,1 L,E2,P504 IBC02,PP10 B5,T7,TP2 TP6 TP24,257
2015,60%,5.1,8,I,,0,E0,P501,,T9,TP2 TP6 TP24,257
2016,,6.1,,,,0,E0,P600,,,,257
2017,,6.1,8,,,0,E0,P600,,,,257
2018,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,257
2019,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,257
2020,,6.1,,III,205,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,257
2021,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,258
2022,(),6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,258
2023,"3--1,2-()",6.1,3,II,279,100 ml,E4,P001 IBC02,,T7,TP2 TP13,258
2024,,6.1,,I,43 66 274,0,E5,P001,,,,258
2024,,6.1,,II,43 66 274,100 ml,E4,P001 IBC02,,,,258
2024,,6.1,,III,43 66 223 274,5 L,E1,P001 IBC03 LP01,,,,258
2025,,6.1,,I,43 66 274,0,E5,P002 IBC07,B1,T6,TP33,258
2025,,6.1,,II,43 66 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,258
2025,,6.1,,III,43 66 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,258
2026,,6.1,,I,43 274,0,E5,P002 IBC07,B1,T6,TP33,258
2026,,6.1,,II,43 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,258
2026,,6.1,,III,43 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,258
2027,,6.1,,II,43,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,258
2028,,8,,,,0,E0,P803,,,,258
2029,,8,3 6.1,I,,0,E0,P001,,,,258
2030,37%,8,6.1,I,,0,E0,P001,,T10,TP2 TP13,258
2030,37%,8,6.1,II,,1 L,E0,P001 IBC02,,T7,TP2 TP13,258
2030,37%,8,6.1,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,258
2031,70%,8,5.1,I,,0,E0,P001,PP81,T10,TP2 TP13,258
2031,65%70%,8,5.1,II,,1 L,E2,P001 IBC02,PP81 B15,T8,TP2,258
2031,65%,8,,II,,1 L,E2,P001 IBC02,PP81 B15,T8,TP2,259
2032,,8,5.1 6.1,I,,0,E0,P602,PP81,T20,TP2 TP13,259
2033,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,259
2034,,2.1,,,,0,E0,P200,,,,259
2035,"1,1,1-( R 143a)",2.1,,,,0,E0,P200,,T50,,259
2036,,2.2,,,378 392,120 ml,E1,P200,,,,259
2037,( ),2,,,191 277 303 327 344,SP 277,E0,P003 LP200,"PP17, PP96 L2",,,259
2038,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,259
2044,"2,2-",2.1,,,,0,E0,P200,,,,259
2045,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,259
2046,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2047,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,259
2047,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2048,(),3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2049,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2050,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,259
2051,2-,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,259
2052,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2053,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2054,,8,3,I,,0,E0,P001,,T10,TP2,259
2055,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,259
2056,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,259
2057,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,260
2057,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,260
2058,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,260
2059,12.6% 55%,3,,I,28 198,0,E0,P001,,T11,TP1 TP8 TP27,260
2059,12.6% 55%,3,,II,28 198,1 L,E0,P001 IBC02,,T4,TP1 TP8,260
2059,12.6% 55%,3,,III,28 198 223,5 L,E0,P001 IBC03 LP01,,T2,TP1,260
2067,,5.1,,III,306 307,5 kg,E1,P002 IBC08 LP02,B3,T1 BK1 BK2 BK3,TP33,260
2071,,9,,III,193,5 kg,E1,P002 IBC08 LP02,B3,BK2,,260
2073,15 0.880 35% - 50%,2.2,,,,120 ml,E0,P200,,,,260
2074,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,260
2075,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,260
2076,,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2,260
2077,-,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,260
2078,,6.1,,II,279,100 ml,E4,P001 IBC02,,T7,TP2 TP13,260
2079,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,260
2186,,2.3,8,,,0,E0,P099,,,,260
2187,,2.2,,,,120 ml,E1,P203,,T75,TP5,260
2188,,2.3,2.1,,,0,E0,P200,,,,260
2189,,2.3,2.1 8,,,0,E0,P200,,,,260
2190,,2.3,5.1 8,,,0,E0,P200,,,,260
2191,,2.3,,,,0,E0,P200,,,,260
2192,,2.3,2.1,,,0,E0,P200,,,,260
2193,(R 116),2.2,,,,120 ml,E1,P200,,,,261
2194,,2.3,8,,,0,E0,P200,,,,261
2195,,2.3,8,,,0,E0,P200,,,,261
2196,,2.3,8,,,0,E0,P200,,,,261
2197,,2.3,8,,,0,E0,P200,,,,261
2198,,2.3,8,,,0,E0,P200,,,,261
2199,(),2.3,2.1,,,0,E0,P200,,,,261
2200,,2.1,,,386,0,E0,P200,,,,261
2201,,2.2,5.1,,,0,E0,P203,,T75,TP5 TP22,261
2202,,2.3,2.1,,,0,E0,P200,,,,261
2203,,2.1,,,,0,E0,P200,,,,261
2204,,2.3,2.1,,,0,E0,P200,,,,261
2205,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T3,TP1,261
2206,() (),6.1,,II,274,100 ml,E4,P001 IBC02,,T11,TP2 TP13 TP27,261
2206,() (),6.1,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP13 TP28,261
2208,10% - 39%,5.1,,III,314,5 kg,E1,P002 IBC08 LP02,"PP85 B3, B13 L3",,,261
2209,25%,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,261
2210,60%,4.2,4.3,III,273,0,E1,P002 IBC06,,T1,TP33,261
2211,,9,,III,382,5 kg,E1,P002 IBC08,"PP14 B3, B6",T1,TP33,261
2212,( ),9,,II,168 274,1 kg,E0,P002 IBC08,"PP37 B2, B4",T3,TP33,261
2213,,4.1,,III,223,5 kg,E1,P002 IBC08 LP02,PP12 B3,T1 BK1 BK2 BK3,TP33,261
2214,0.05%,8,,III,169,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,261
2215,,8,,III,,5 kg,E1,P002 IBC08,B3,T1,TP33,261
2215,,8,,III,,0,E0,,,T4,TP3,261
2216,(),9,,III,29 123 300 308,0,E1,P900 IBC08,B3,T1 BK2,TP33,261
2217,1.5%11%,4.2,,III,29 142,0,E0,P002 IBC08 LP02,"PP20 B3, B6",BK2,,262
2218,,8,3,II,386,1 L,E2,P001 IBC02,,T7,TP2,262
2219,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,262
2222,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,262
2224,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,262
2225,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,262
2226,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,262
2227,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,262
2232,2-,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,262
2233,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,262
2234,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,262
2235,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,262
2236,3--4-,6.1,,II,,100 ml,E4,P001 IBC02,,,,262
2237,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,262
2238,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,262
2239,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,262
2240,,8,,I,,0,E0,P001,,T10,TP2 TP13,262
2241,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,262
2242,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,262
2243,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,263
2244,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,263
2245,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,263
2246,,3,,II,,1 L,E2,P001 IBC02,B8,T7,TP2,263
2247,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,263
2248,,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,263
2249,,6.1,3,I,,0,E0,P099,,,,263
2250,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,263
2251,"[2.2.1]--2,5- (2,5- )",3,,II,386,1 L,E2,P001 IBC02,,T7,TP2,263
2252,"1,2-",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,263
2253,NN-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,263
2254,,4.1,,III,293,5 kg,E0,P407,,,,263
2256,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,263
2257,,4.3,,I,,0,E0,P403 IBC04,B1,T9,TP7 TP33,263
2258,"(1,2-)",8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,263
2259,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,263
2260,,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,263
2261,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,263
2262,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,263
2263,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,263
2264,NN-,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,263
2265,NN-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP2,263
2266,N-,3,8,II,,1 L,E2,P001 IBC02,,T7,TP2 TP13,263
2267,,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2,264
2269,"3,3’- ()",8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP2,264
2270,50%-70%,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,264
2271,(),3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,264
2272,N-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,264
2273,2-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,264
2274,N--N-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,264
2275,2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,264
2276,2-,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,264
2277,,3,,II,386,1 L,E2,P001 IBC02,,T4,TP1,264
2278,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,264
2279,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,264
2280,(),8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,264
2281,"1,6- ()",6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,264
2282,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,264
2283,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,264
2284,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP2 TP13,264
2285,,6.1,3,II,,100 ml,E4,P001 IBC02,,T7,TP2,264
2286,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,264
2287,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,264
2288,,3,,II,,1 L,E2,P001 IBC02,B8,T11,TP1,265
2289,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,265
2290,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP2,265
2291,,6.1,,III,199 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,265
2293,4--4--2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,265
2294,N-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,265
2295,,6.1,3,I,,0,E0,P001,,T14,TP2 TP13,265
2296,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,265
2297,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,265
2298,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,265
2299,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,265
2300,2--5-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,265
2301,2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,265
2302,5--2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,265
2303,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,265
2304,,4.1,,III,,0,E0,,,T1,TP3,265
2305,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,265
2306,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,265
2307,3--4-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,265
2308,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,265
2309,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,265
2310,"2,4-",3,6.1,III,,5 L,E1,P001 IBC03,,T4,TP1,266
2311,,6.1,,III,279,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2312,,6.1,,II,,0,E0,,,T7,TP3,266
2313,(),3,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2315,,9,,II,305,1 L,E2,P906 IBC02,,T4,TP1,266
2316,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,266
2317,,6.1,,I,,0,E5,P001,,T14,TP2 TP13,266
2318,25%,4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,266
2319,,3,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1 TP29,266
2320,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2321,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2322,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,266
2323,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,266
2324,,3,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2325,"1,3,5-",3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,266
2326,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2327,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,266
2328,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP2 TP13,266
2329,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,266
2330,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,267
2331,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,267
2332,,3,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,267
2333,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,267
2334,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,267
2335,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,267
2336,,3,6.1,I,,0,E0,P001,,T14,TP2 TP13,267
2337,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,267
2338,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2339,2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2340,2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2341,1--3-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,267
2342,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2343,2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2344,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2344,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,267
2345,3-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2346,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2347,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2348,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,267
2350,(),3,,II,,1 L,E2,P001 IBC02,,T4,TP1,267
2351,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2351,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,268
2352,,3,,II,386,1 L,E2,P001 IBC02,,T4,TP1,268
2353,,3,8,II,,1 L,E2,P001 IBC02,,T8,TP2 TP13,268
2354,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,268
